#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-23T12:46:02 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-23T12:46:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AcA/69/305/table1&-out=Name,GLON,GLAT,Dist,e_Dist,Age,_RA.icrs,_DE.icrs&-out.max=3000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_120690305
#Name: J/AcA/69/305
#Title: Northern Galactic disk classical Cepheids (Skowron+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	creator=Skowron D.M.	    First author or institution
#INFO	cites=bibcode:2019AcA....69..305S	    Article or Data origin sources
#INFO	journal=AcA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AcA/69/305	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.120690305	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AcA_69_305_table1:
#Name: J/AcA/69/305/table1
#Title: Newly detected classical Cepheids
#Column	Name	(a23)	Cepheid ID	[ucd=meta.id;meta.main]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Dist	(I6)	? Distance to the Cepheid	[ucd=pos.distance]
#Column	e_Dist	(I4)	? Distance to the Cepheid error	[ucd=stat.error]
#Column	Age	(I4)	Cepheid age	[ucd=time.age]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
Name	GLON	GLAT	Dist	e_Dist	Age	_RA.icrs	_DE.icrs
OGLE-GD-CEP-0127       	251.51720	-06.25786	 10677	 394	  74	116.29913	-36.97475
OGLE-GD-CEP-0145       	251.79496	-04.18317	 10261	 429	 224	118.70600	-36.17169
OGLE-GD-CEP-0173       	251.89902	-01.57231	  8842	 204	 128	121.50363	-34.88920
OGLE-GD-CEP-0140       	251.93323	-04.58955	 10686	 394	 275	118.35996	-36.49795
OGLE-GD-CEP-0172       	251.98518	-01.79200	 11022	 279	 179	121.33367	-35.07970
V724__Pup              	252.37294	-04.77672	  2979	  97	 109	118.43777	-36.97039
RS____Pup              	252.42748	-00.18715	  1695	  62	  33	123.26758	-34.57853
OGLE-GD-CEP-0155       	252.84772	-03.84781	      	    	 164	119.73892	-36.89733
OGLE-GD-CEP-0144       	252.89020	-04.83870	 54806	3082	 264	118.70137	-37.44520
OGLE-GD-CEP-0164       	253.01247	-03.05515	  6001	 214	 213	120.68871	-36.62102
J074925-3814.4         	253.03908	-06.15733	 11826	 399	  89	117.35521	-38.23937
OGLE-GD-CEP-0146       	253.04691	-04.92291	  4442	 139	 143	118.71084	-37.62244
OGLE-GD-CEP-0177       	253.17875	-01.75856	  3549	  93	 180	122.15851	-36.06675
OGLE-GD-CEP-0163       	253.29426	-03.29984	      	    	 182	120.61517	-36.98922
OGLE-GD-CEP-0214       	253.38216	+01.53735	 14639	 528	 266	125.64925	-34.40034
OGLE-GD-CEP-0166       	253.57557	-03.24790	  9532	 397	 199	120.85680	-37.20000
OGLE-GD-CEP-0171       	254.09496	-03.13731	  9013	 299	 121	121.32200	-37.58020
OGLE-GD-CEP-0142       	254.25298	-05.82813	      	    	 221	118.49796	-39.11689
AT____Pup              	254.32421	-01.60763	  1551	  42	  95	123.09333	-36.94375
OGLE-GD-CEP-0165       	254.39972	-03.90331	 12578	 488	 184	120.70412	-38.24477
OGLE-GD-CEP-0168       	254.44781	-03.46796	 11994	 413	 245	121.20579	-38.05453
NT____Pup              	254.62567	-04.96870	  7928	 437	  64	119.69308	-38.99433
OGLE-GD-CEP-0192       	255.18191	-01.59556	  8552	 217	 137	123.70108	-37.65192
OGLE-GD-CEP-0191       	255.21438	-01.66544	 10614	 393	 174	123.65034	-37.71767
V730__Pup              	255.39343	-02.76934	  3117	  95	 141	122.60325	-38.47372
AP____Pup              	255.49537	-05.71896	   980	  30	 110	119.44030	-40.12337
OGLE-GD-CEP-0159       	255.58047	-05.39476	 12089	 510	 244	119.86021	-40.02831
DU____Pyx              	255.62960	+01.53972	  3814	 102	 140	127.24360	-36.23208
OGLE-GD-CEP-0208       	255.80954	-00.34591	 14571	 449	 488	125.44983	-37.46817
OGLE-GD-CEP-0199       	255.89196	-01.33104	  8977	 297	 196	124.48092	-38.09336
OGLE-GD-CEP-0179       	255.91153	-03.30864	 12081	 428	 233	122.38304	-39.20111
DX____Pyx              	256.08246	+02.57524	  4353	 143	 141	128.60862	-35.98517
OGLE-GD-CEP-0202       	256.22253	-01.28820	 10985	 311	 124	124.76263	-38.34250
J081156-3919.2         	256.26470	-02.98568	  5099	 110	 101	122.98096	-39.32083
OGLE-GD-CEP-0209       	256.52561	-00.79383	  8028	 217	 175	125.50075	-38.31181
J082127-3825.3         	256.55349	-00.94658	  4916	 117	 138	125.36087	-38.42173
J082117-3845.3         	256.80899	-01.16200	  5153	 158	 120	125.32008	-38.75436
J084412-3528.4         	256.88090	+04.46100	  3330	 106	  93	131.05062	-35.47372
OGLE-GD-CEP-0162       	257.11530	-06.07152	 12433	 470	 187	120.14349	-41.68489
OGLE-GD-CEP-0204       	257.14221	-01.55344	  5952	 143	 130	125.14879	-39.25083
OGLE-GD-CEP-0193       	257.16305	-02.89962	  4637	 114	 145	123.71605	-40.02239
OGLE-GD-CEP-0160       	257.33526	-06.37351	 10782	 399	 151	119.94883	-42.02839
OGLE-GD-CEP-0226       	257.51394	+00.41231	  5986	 128	 158	127.48483	-38.41928
J083908-3722.5         	257.76143	+02.49024	  7041	 256	 144	129.78342	-37.37553
J08253562-3920085      	257.76556	-00.80907	  9338	 234	 185	126.39842	-39.33570
OGLE-GD-CEP-0182       	257.92883	-04.50789	 12050	 444	 261	122.49126	-41.54244
OGLE-GD-CEP-0236       	257.95111	+00.96071	  5521	 117	 147	128.37941	-38.44722
J075909.12-431030.6    	258.26336	-07.06600	 11808	 469	 208	119.78800	-43.17517
OGLE-GD-CEP-0215       	258.31351	-01.74516	  9832	 278	 163	125.81175	-40.32230
OGLE-GD-CEP-0195       	258.33146	-03.46738	 11764	 433	 300	123.94555	-41.30809
OGLE-GD-CEP-0243       	258.49312	+00.93537	  3671	  67	 152	128.76805	-38.89697
OGLE-GD-CEP-0186       	258.54476	-04.49623	 12274	 502	 151	122.95175	-42.05167
OGLE-GD-CEP-0232       	258.59922	+00.09218	  6670	 145	 188	127.97571	-39.48445
V520__Vel              	258.75530	+01.01007	  1835	  49	  65	129.04735	-39.06176
OGLE-GD-CEP-0190       	258.85500	-04.20640	  6997	 220	  86	123.50692	-42.15181
5521400228203695232    	258.89533	-04.37075	 13028	 512	 464	123.35133	-42.27570
OGLE-GD-CEP-0253       	258.90996	+01.58740	  6052	 165	 140	129.75879	-38.83573
CO____Vel              	259.03494	-00.75161	  2281	  54	 124	127.42217	-40.33389
OGLE-GD-CEP-0176       	259.20626	-05.70245	 12408	 452	 324	122.05547	-43.25775
CE____Pup              	259.21453	-04.41903	 12224	 470	  31	123.53350	-42.56817
OGLE-GD-CEP-0257       	259.22553	+01.55663	 48504	6304	 128	129.97446	-39.10469
OGLE-GD-CEP-0189       	259.27457	-04.56649	  9609	 389	 151	123.41071	-42.69919
OGLE-GD-CEP-0203       	259.28858	-03.28600	  7875	 279	 227	124.86154	-41.99903
OGLE-GD-CEP-0218       	259.62482	-02.45072	  3421	  69	 131	126.04129	-41.80050
OGLE-GD-CEP-0200       	259.62805	-03.78350	 10794	 726	 251	124.56209	-42.55869
OGLE-GD-CEP-0268       	259.73921	+01.77706	  6095	 220	 471	130.60562	-39.37539
OGLE-GD-CEP-0262       	259.75735	+01.34909	  5356	  97	 156	130.18209	-39.65239
BH____Vel              	259.76873	-01.25575	  4118	 103	  94	127.45212	-41.22379
OGLE-GD-CEP-0212       	259.86124	-03.01286	 10098	 240	 284	125.60200	-42.31567
OGLE-GD-CEP-0181       	259.97002	-05.84003	 13310	 543	 250	122.45849	-43.97275
OGLE-GD-CEP-0241       	260.10890	-00.36161	  5409	 124	 139	128.67520	-40.96764
OGLE-GD-CEP-0256       	260.16237	+00.72723	  2031	  55	  81	129.86192	-40.35278
OGLE-GD-CEP-0227       	260.20876	-01.49270	  8244	 243	 184	127.54116	-41.71897
OGLE-GD-CEP-0221       	260.29660	-02.41802	  5018	 131	 129	126.59842	-42.33011
OGLE-GD-CEP-0185       	260.32582	-05.65775	 13378	 498	 236	122.93825	-44.17211
OGLE-GD-CEP-0230       	260.49420	-01.42290	  5903	 158	 401	127.84242	-41.90839
OGLE-GD-CEP-0201       	260.57526	-04.37888	 13193	 526	 228	124.61013	-43.67489
V519__Vel              	260.58183	-00.74616	  1554	  31	 215	128.64163	-41.57664
OGLE-GD-CEP-0196       	260.60043	-04.95465	 13423	 465	 220	123.96587	-44.01584
J081259.73-442549.5    	260.66513	-05.61171	 10308	 446	 156	123.24887	-44.43041
J085049-3926.7         	260.80741	+02.99940	  5310	 173	 147	132.70400	-39.44450
OGLE-GD-CEP-0180       	261.13762	-06.58991	      	    	 172	122.44604	-45.35461
OGLE-GD-CEP-0240       	261.21248	-01.27816	  4490	  95	 115	128.57480	-42.40014
OGLE-GD-CEP-0223       	261.26516	-02.65723	  5664	 147	 181	127.09921	-43.25664
MY____Pup              	261.31335	-12.85780	   747	  26	  81	114.57588	-48.60144
OGLE-GD-CEP-0206       	261.57128	-04.41525	 12557	 459	 294	125.34583	-44.51655
OGLE-GD-CEP-0198       	261.76288	-05.32638	 11413	 442	 199	124.43266	-45.18552
OGLE-GD-CEP-0248       	261.82094	-00.92659	  5580	 141	 168	129.45250	-42.67481
OGLE-GD-CEP-0222       	261.95001	-03.39041	  3835	 130	 144	126.82404	-44.23936
OGLE-GD-CEP-0229       	261.96866	-02.69325	  6145	 196	 111	127.62658	-43.84744
OGLE-GD-CEP-0239       	262.03833	-01.91255	  5483	 130	 129	128.55283	-43.44114
OGLE-GD-CEP-0217       	262.12322	-04.20942	  5836	 182	 113	126.02413	-44.85228
OGLE-GD-CEP-0279       	262.16433	+01.03490	  7356	 190	 143	131.82346	-41.73603
OGLE-GD-CEP-0263       	262.31285	-00.52847	  3427	  78	 128	130.29050	-42.82228
AH____Vel              	262.44087	-06.95955	   702	  22	  97	122.99988	-46.64436
OGLE-GD-CEP-0254       	262.46901	-01.12890	  2520	  53	 132	129.77020	-43.31261
J083130-4429.3         	262.59269	-02.92601	  5055	 109	 106	127.87591	-44.48828
OGLE-GD-CEP-0275       	262.67392	+00.25579	  3310	  68	 150	131.43333	-42.62095
OGLE-GD-CEP-0261       	262.86779	-01.15289	  8386	 251	 142	130.07896	-43.64328
RZ____Vel              	262.88198	-01.91076	  1411	  57	  49	129.25542	-44.11466
OGLE-GD-CEP-0238       	262.95118	-02.65480	  5714	 164	 145	128.48025	-44.61595
AP____Vel              	262.97919	-01.36482	  1631	  40	 147	129.94067	-43.86086
OGLE-GD-CEP-0269       	263.07829	-00.75348	  2991	  77	  99	130.69279	-43.56420
OGLE-GD-CEP-0213       	263.08394	-05.22237	 13727	 540	 341	125.61288	-46.21603
OGLE-GD-CEP-0197       	263.14469	-06.58541	 12607	 456	 369	124.01500	-47.02675
J082217.31-461941.1    	263.16069	-05.30903	  7514	 264	 325	125.57213	-46.32809
J084127-4353.6         	263.19034	-01.14425	  5468	 182	  45	130.36188	-43.89294
OGLE-GD-CEP-0220       	263.21452	-04.55490	      	    	  96	126.50996	-45.94176
AX____Vel              	263.22869	-07.69496	  1311	  45	 133	122.70550	-47.69856
OGLE-GD-CEP-0267       	263.41079	-01.18505	  7805	 237	 151	130.50533	-44.09192
OGLE-GD-CEP-0289       	263.71252	+00.50967	  6036	 161	  69	132.59562	-43.26845
BQ____Vel              	263.95220	-05.88590	 13487	 638	 193	125.52709	-47.30397
OGLE-GD-CEP-0266       	263.96445	-01.70833	  5910	 153	 164	130.40329	-44.85011
OGLE-GD-CEP-0216       	264.08599	-05.60571	 12886	 638	 287	125.97858	-47.25492
OGLE-GD-CEP-0251       	264.10217	-02.41899	  6018	 164	 125	129.72463	-45.39295
OGLE-GD-CEP-0234       	264.18061	-03.74935	  5464	 468	 215	128.26446	-46.25358
OGLE-GD-CEP-0224       	264.19781	-04.56934	 12967	 555	 221	127.31513	-46.74925
OGLE-GD-CEP-0290       	264.49377	-00.12253	  7757	 246	 211	132.60574	-44.27342
T_____Ant              	264.53698	+11.12412	  3020	 113	 103	143.46191	-36.61578
OGLE-GD-CEP-0233       	264.57279	-04.12371	 13194	 578	 244	128.16229	-46.79050
OGLE-GD-CEP-0245       	264.67744	-03.55535	 11360	 391	 291	128.91854	-46.53638
OGLE-GD-CEP-0242       	264.80282	-03.78879	 12775	 454	 234	128.75483	-46.77623
OGLE-GD-CEP-0300       	264.86244	+00.99545	  5675	 132	 109	134.12791	-43.83847
OGLE-GD-CEP-0276       	264.95678	-01.44446	  3937	  77	 152	131.56825	-45.46559
OGLE-GD-CEP-0280       	265.19470	-01.36951	  8931	 191	  80	131.86429	-45.60411
OGLE-GD-CEP-0284       	265.24103	-01.10060	  9849	 228	 190	132.20430	-45.47092
OGLE-GD-CEP-0272       	265.25714	-02.06124	  7625	 177	 194	131.14425	-46.08453
OGLE-GD-CEP-0285       	265.30793	-01.01018	  4452	  97	 106	132.36450	-45.46567
OGLE-GD-CEP-0228       	265.48387	-05.28767	 16211	 648	 245	127.55725	-48.20903
SX____Vel              	265.49365	-02.17907	  2067	  61	  77	131.22279	-46.34297
OGLE-GD-CEP-0292       	265.52877	-00.43736	  7157	 150	 202	133.19350	-45.27153
T_____Vel              	265.54491	-03.77760	  1077	  37	 116	129.42013	-47.36197
OGLE-GD-CEP-0283       	265.56235	-01.48524	  5340	 144	  70	132.06642	-45.96273
AM____Vel              	265.65425	-04.29434	 10016	 383	 103	128.90467	-47.75937
OGLE-GD-CEP-0259       	265.65695	-03.36088	  8435	 303	 155	130.00867	-47.19844
OGLE-GD-CEP-0247       	265.70566	-03.92222	 14589	 634	 324	129.39242	-47.57712
5329778887909167232    	265.82313	-02.06489	 11799	 376	 222	131.65009	-46.52933
OGLE-GD-CEP-0235       	265.88874	-04.94214	 27698	1055	 243	128.33326	-48.33239
OGLE-GD-CEP-0286       	265.93769	-01.43070	  7673	 211	 153	132.46896	-46.21930
OGLE-GD-CEP-0299       	265.94915	-00.03566	  8273	 170	 163	134.01534	-45.33433
OGLE-GD-CEP-0260       	265.95811	-03.54923	  7306	 269	 127	130.05838	-47.55159
OGLE-GD-CEP-0314       	266.01308	+01.50669	  7358	 351	 131	135.71663	-44.37076
J084951-4627.2         	266.11683	-01.58241	  3842	  73	 109	132.46309	-46.45397
OGLE-GD-CEP-0265       	266.16236	-03.44548	  8987	 399	 173	130.36484	-47.64970
SW____Vel              	266.19477	-03.00291	  2283	  91	  46	130.91121	-47.40312
OGLE-GD-CEP-0270       	266.45811	-03.22977	 14994	 608	 316	130.88729	-47.75003
OGLE-GD-CEP-0281       	266.47362	-02.37434	  6119	 205	 146	131.89262	-47.22989
OGLE-GD-CEP-0302       	266.55783	-00.15972	  7915	 203	 347	134.44617	-45.87750
OGLE-GD-CEP-0237       	266.73987	-05.47088	 16978	1050	 116	128.44697	-49.32859
OGLE-GD-CEP-0303       	266.89293	-00.42418	  5599	 130	 139	134.47224	-46.30400
OGLE-GD-CEP-0246       	266.91472	-05.12886	 11780	 516	 212	129.02741	-49.26531
OGLE-GD-CEP-0274       	266.95858	-03.28975	 39525	2005	 171	131.27880	-48.17961
OGLE-GD-CEP-0273       	266.99321	-03.33833	 12037	 427	 197	131.25383	-48.23687
J084241.80-484110.2    	267.10954	-03.91811	      	    	  76	130.67416	-48.68617
OGLE-GD-CEP-0288       	267.26716	-02.44408	 10698	 406	 127	132.55295	-47.88936
OGLE-GD-CEP-0297       	267.34345	-01.31455	  8985	 196	 110	133.91117	-47.22486
OGLE-GD-CEP-0250       	267.57432	-05.16414	      	    	 196	129.59125	-49.81206
OGLE-GD-CEP-0252       	267.59581	-05.06640	 14041	 563	 201	129.73200	-49.77017
CP____Vel              	267.65122	-03.19264	  5589	 166	  79	132.04367	-48.65916
OGLE-GD-CEP-0282       	267.69120	-03.21705	 12470	 434	 304	132.05287	-48.70556
OGLE-GD-CEP-0291       	267.74734	-02.54689	  6902	 241	 155	132.89018	-48.32525
V527__Vel              	267.84337	+00.27882	  3056	  62	  96	136.14876	-46.55361
OGLE-GD-CEP-0295       	268.05982	-02.19865	 11759	 370	 157	133.59325	-48.34231
OGLE-GD-CEP-0320       	268.07459	+01.04929	  4832	 183	 210	137.20025	-46.20592
OGLE-GD-CEP-0249       	268.10086	-05.57214	      	    	 163	129.57546	-50.47628
OGLE-GD-CEP-0296       	268.13870	-02.11554	  5934	 143	 127	133.76529	-48.34906
OGLE-GD-CEP-0308       	268.17483	-00.83470	  5245	 116	 119	135.24971	-47.54080
OGLE-GD-CEP-0278       	268.21678	-03.85714	  8439	 300	 227	131.79280	-49.51544
OGLE-GD-CEP-0304       	268.33262	-01.58232	 10669	 254	 129	134.56343	-48.15047
OGLE-GD-CEP-0310       	268.42569	-00.78992	  4525	 108	 136	135.54555	-47.69942
OGLE-GD-CEP-0307       	268.58578	-01.56565	 15314	 358	 208	134.83092	-48.33098
OGLE-GD-CEP-0315       	268.75958	-00.66476	  4601	  98	 133	136.01496	-47.86567
ST____Vel              	268.81305	-04.78825	  1751	  52	 101	131.23288	-50.56003
OGLE-GD-CEP-0306       	269.15084	-02.21096	  5559	 127	 144	134.65137	-49.18031
OGLE-GD-CEP-0333       	269.18888	+00.61647	  4977	 320	 176	137.84563	-47.31645
J084304-5117.9         	269.21502	-05.47402	  2960	  83	 171	130.76667	-51.29775
OGLE-GD-CEP-0323       	269.33774	+00.00391	  6408	 133	 170	137.33188	-47.84303
OGLE-GD-CEP-0339       	269.54857	+00.99318	  1943	  66	  74	138.61388	-47.31834
OGLE-GD-CEP-0287       	269.58214	-04.35257	  9017	 339	 224	132.52692	-50.88633
OGLE-GD-CEP-0258       	269.75151	-06.47487	 13603	 661	 323	130.00713	-52.33020
OGLE-GD-CEP-0271       	269.80837	-05.72748	 16613	 659	 220	131.02837	-51.91947
OGLE-GD-CEP-0334       	269.88378	+00.13354	  5209	 108	 196	138.03058	-48.15347
OGLE-GD-CEP-0313       	269.95348	-02.09860	  9585	 219	 163	135.59313	-49.71044
OGLE-GD-CEP-0329       	270.01908	-00.47815	 13446	 363	 167	137.49729	-48.67036
OGLE-GD-CEP-0331       	270.08063	-00.48786	  5729	 116	 189	137.55005	-48.72203
OGLE-GD-CEP-0328       	270.15038	-00.62480	 11815	 568	 351	137.46996	-48.86637
OGLE-GD-CEP-0298       	270.18550	-03.70029	  9965	 351	 324	133.93254	-50.93325
OGLE-GD-CEP-0294       	270.45023	-04.36698	 13016	 536	 171	133.38730	-51.56392
OGLE-GD-CEP-0324       	270.54131	-01.10110	  3529	  84	  97	137.34246	-49.47686
OGLE-GD-CEP-0301       	270.55348	-03.67816	 10204	 425	  71	134.33763	-51.19883
OGLE-GD-CEP-0327       	270.71562	-01.16175	  7065	 178	 100	137.45659	-49.64589
OGLE-GD-CEP-0330       	270.80879	-01.18136	  4888	 116	 189	137.53242	-49.72747
OGLE-GD-CEP-0305       	270.91620	-03.75127	 13808	 534	 259	134.62583	-51.52128
OGLE-GD-CEP-0321       	271.08770	-01.73044	  9180	 249	 165	137.20037	-50.30514
OGLE-GD-CEP-0332       	271.41275	-01.49801	  5534	 289	  57	137.81379	-50.38489
OGLE-GD-CEP-0309       	271.41844	-03.59615	 16768	 784	 558	135.34425	-51.79816
OGLE-GD-CEP-0357       	271.46458	+01.22242	  6723	 266	 117	140.86466	-48.52147
OGLE-GD-CEP-0325       	271.47219	-01.94200	  6009	 142	 221	137.36612	-50.73097
OGLE-GD-CEP-0336       	271.51947	-01.18680	  8894	 223	 167	138.28301	-50.24900
bet___Dor              	271.73380	-32.77444	   349	  15	  75	083.40634	-62.48983
BG____Vel              	271.86317	-02.55882	   922	  34	  91	137.06563	-51.43629
OGLE-GD-CEP-0345       	272.02818	-00.41678	  4264	  85	 125	139.69913	-50.07939
OGLE-GD-CEP-0356       	272.08212	+00.49991	  9114	 457	 190	140.76217	-49.46950
OGLE-GD-CEP-0349       	272.09677	-00.19003	  8418	 188	 220	140.02508	-49.96864
OGLE-GD-CEP-0343       	272.24859	-00.87387	  9023	 196	 153	139.43013	-50.55689
OGLE-GD-CEP-0293       	272.35846	-05.97777	 11657	 430	 259	133.34159	-54.05498
CX____Vel              	272.37523	-03.36512	  2810	 101	  98	136.65875	-52.35748
OGLE-GD-CEP-0338       	272.55061	-01.90624	  3812	  75	  99	138.58387	-51.49159
OGLE-GD-CEP-0346       	272.60280	-00.89374	  3148	  67	 334	139.79967	-50.82339
OGLE-GD-CEP-0312       	272.63130	-04.47003	  9864	 416	 182	135.57635	-53.28392
OGLE-GD-CEP-0311       	272.93144	-04.73441	      	    	 225	135.57443	-53.68317
OGLE-GD-CEP-0351       	273.00812	-01.01640	  7429	 144	 113	140.11488	-51.19750
OGLE-GD-CEP-0317       	273.14281	-03.98045	 12937	 527	 201	136.75625	-53.33825
OGLE-GD-CEP-0340       	273.17439	-02.19649	  8515	 201	 120	138.94358	-52.14228
OGLE-GD-CEP-0319       	273.19597	-03.71285	 10564	 453	 157	137.14655	-53.19706
J091933-5137.4         	273.20687	-01.41656	  4198	  87	 144	139.88408	-51.62045
DR____Vel              	273.22144	+01.33470	  2038	  67	  69	142.92076	-49.65501
OGLE-GD-CEP-0341       	273.43685	-02.44328	  5914	 209	 501	138.95079	-52.50236
OGLE-GD-CEP-0362       	273.44063	-00.32803	 13456	 275	 180	141.37521	-51.01136
OGLE-GD-CEP-0322       	273.53527	-03.93817	  4862	 153	 213	137.25229	-53.59881
OGLE-GD-CEP-0358       	273.68940	-00.94165	 10255	 256	 187	140.97446	-51.62428
OGLE-GD-CEP-0364       	273.69260	-00.50916	  6713	 131	 149	141.46271	-51.31678
V532__Vel              	273.73755	-01.22610	  5528	 112	  72	140.70755	-51.86075
OGLE-GD-CEP-0318       	273.74031	-04.44666	 12935	 477	 155	136.84993	-54.09281
V530__Vel              	273.87469	-04.14469	  5866	 189	 142	137.38334	-53.98777
OGLE-GD-CEP-0360       	274.00247	-01.00247	  6928	 153	 403	141.26746	-51.88656
DK____Vel              	274.01099	-02.68840	  3259	  89	 136	139.31966	-53.08486
OGLE-GD-CEP-0371       	274.06200	-00.33791	  9626	 281	 207	142.07970	-51.44906
J093942-4931.5         	274.09689	+02.30272	  2875	  77	  68	144.92371	-49.52503
EX____Vel              	274.13783	-02.23315	  4925	 168	  65	140.00634	-52.85617
OGLE-GD-CEP-0316       	274.25642	-05.13686	 17116	 680	 222	136.56217	-54.93719
OGLE-GD-CEP-0359       	274.32225	-01.57639	  6485	 154	 151	140.98600	-52.52047
OGLE-GD-CEP-0369       	274.33625	-00.68206	  9845	 210	 109	142.01704	-51.88739
V537__Vel              	274.38147	-00.27596	  3633	  77	 142	142.52121	-51.62364
OGLE-GD-CEP-0354       	274.51793	-02.14729	  7099	 180	 161	140.55288	-53.06414
OGLE-GD-CEP-0379       	274.55988	+00.74723	  7458	 282	 185	143.84150	-50.99309
OGLE-GD-CEP-0342       	274.61423	-03.33710	 14974	 514	 187	139.24333	-53.96897
V536__Vel              	274.62059	-01.00336	  3878	  79	  88	141.99084	-52.31612
OGLE-GD-CEP-0365       	274.62948	-01.44298	  3440	  72	  88	141.50122	-52.63925
OGLE-GD-CEP-0384       	274.66175	+00.80390	  7230	 264	 116	144.02196	-51.01942
OGLE-GD-CEP-0382       	274.66873	+00.65391	  7210	 369	 148	143.87004	-51.13533
J091606-5418.6         	274.77031	-03.66622	  6058	 171	 106	139.02434	-54.30975
EZ____Vel              	274.93170	-01.94501	 10465	 444	  39	141.28075	-53.20989
OGLE-GD-CEP-0337       	274.94045	-04.38858	 10748	 477	 165	138.32404	-54.93122
J091220-5514.0         	275.06730	-04.69590	      	    	 178	138.08445	-55.23392
J091822.17-542444.5    	275.07499	-03.50030	 18540	1094	  74	139.59223	-54.41226
OGLE-GD-CEP-0363       	275.12758	-02.04714	  8461	 254	  74	141.39650	-53.41958
OGLE-GD-CEP-0372       	275.15369	-01.41274	  9492	 188	 118	142.16159	-52.98014
OGLE-GD-CEP-0370       	275.21704	-01.59120	 11464	 340	 150	142.03312	-53.15306
V_____Car              	275.24955	-12.28525	  1188	  45	  93	127.18205	-60.12258
OGLE-GD-CEP-0348       	275.25733	-03.35891	 15132	 622	 243	139.98492	-54.44281
DP____Vel              	275.38451	-01.30273	  3363	  71	 106	142.56600	-53.05869
OGLE-GD-CEP-0383       	275.46253	-00.15482	  7828	 172	 184	143.94358	-52.26761
FG____Vel              	275.52413	-00.75945	  3234	  64	  96	143.34888	-52.75586
OGLE-GD-CEP-0385       	275.61746	-00.14958	  3731	  68	 132	144.13751	-52.36750
OGLE-GD-CEP-0367       	275.78838	-02.26380	  3484	 102	  94	141.94596	-54.03384
OGLE-GD-CEP-0366       	275.98875	-02.71541	 12216	 487	 447	141.65733	-54.49817
J092012.96-553303.9    	276.07464	-04.11049	 12933	 518	 185	140.05370	-55.55117
AE____Vel              	276.09689	-00.61323	  2303	  54	  90	144.21446	-53.03281
OGLE-GD-CEP-0373       	276.13852	-02.35294	  8673	 330	 138	142.27379	-54.33969
OGLE-GD-CEP-0377       	276.19030	-01.43734	 10840	 296	 132	143.40171	-53.70567
OGLE-GD-CEP-0352       	276.32054	-04.29085	      	    	  79	140.13255	-55.85233
OGLE-GD-CEP-0380       	276.40772	-01.28901	  3912	  85	 101	143.84204	-53.74270
V_____Vel              	276.56979	-04.19450	   987	  34	 119	140.56738	-55.96031
OGLE-GD-CEP-0389       	276.62410	-00.40647	  5502	 106	 149	145.10050	-53.22792
OGLE-GD-CEP-0391       	276.65884	-00.18720	  5080	 110	 130	145.38455	-53.08553
J093652.9-540325       	276.78405	-01.37287	  6762	 149	 162	144.22063	-54.05706
OGLE-GD-CEP-0381       	276.83099	-01.73804	  5926	 153	 122	143.86179	-54.35956
OGLE-GD-CEP-0353       	277.04311	-04.98721	 14793	 593	 149	140.15442	-56.85406
CS____Vel              	277.09715	-00.77420	  3527	  73	 101	145.29275	-53.81606
OGLE-GD-CEP-0398       	277.17860	+00.29198	  7288	 168	 137	146.56038	-53.05894
OGLE-GD-CEP-0412       	277.18436	+01.67811	  8241	 309	 157	148.01596	-51.99250
J093054-5547.2         	277.32023	-03.22773	  2928	  81	 117	142.72491	-55.78594
OGLE-GD-CEP-0388       	277.33684	-01.35914	  6034	 216	 450	144.94288	-54.41400
J092202.82-570954.3    	277.40222	-05.06857	 12991	 499	 173	140.51175	-57.16508
